thisRow.t,notes,response_time,cue_type,Image_vividness,participant_id,gender,age,session,date,expName,Unnamed: 11
,,0.3571923000272363,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.6357301999814808,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.2437638000119478,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.4051532000303268,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.3267649000044912,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.3408602001145482,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.1761546998750418,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.9447117999661714,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.499460999853909,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.3805249000433832,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,2.0658675997983664,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.7895172999706119,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.9381127001252024,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.5669810001272708,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.9101353001315148,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.2635554000735283,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.5652034000959247,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.5610703998245299,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.9701819999609144,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.003252899972722,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.1731773000210524,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.6572630000300705,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.0044515000190586,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.0029955999925733,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.6311186000239104,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.7189400000497699,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8091438999399543,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.295888600172475,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.6351125999353826,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.5177649001125246,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.3873207999859003,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.6280213999561965,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.3905841000378132,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8830063999630511,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,2.553358100121841,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.7413468998856843,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.880869199987501,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.4074407999869436,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8562425000127405,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.4714844000991434,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8085107000079006,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.3295586998574436,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.0122559999581426,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,3.041124900104478,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.7525180999655277,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.5509019000455737,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.7415237000677737,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.6335145998746157,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.6705686000641435,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.1567827998660505,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8564387999940664,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.1012020001653582,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8499135000165552,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.1287806001491845,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,1.399005200015381,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.7731918999925256,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.9433444999158382,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8339463998563588,no_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.9237190000712872,visual_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,0.8690982998814434,mental_cue,,1.0,f,23.0,1.0,2023-11-01_10h22.33.209,visual-search,
,,,,2.0,,,,,,,
,,0.4883191999979317,mental_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.387315999949351,no_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.9515067001339048,mental_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.8639294998720288,no_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.4265833001118151,no_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,2.5279958001337945,mental_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,2.4474000001791865,visual_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.1069555999711156,mental_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.419786100042984,visual_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.676535899983719,no_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,0.7085146000608802,mental_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.347717400174588,visual_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,7.121588200097904,no_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
,,1.0645904999691993,visual_cue,,2.0,f,27.0,1.0,2023-11-02_17h46.36.907,visual-search,
