thisRow.t,notes,response_time,participant,session,date,expName,psychopyVersion,
,,2.852772600017488,1,001,2023-10-04_09h13.16.753,visual-search,2020.2.8,
,,3.1718412002082914,1,001,2023-10-04_09h13.16.753,visual-search,2020.2.8,
,,5.245814299909398,1,001,2023-10-04_09h13.16.753,visual-search,2020.2.8,
,,3.366981300059706,1,001,2023-10-04_09h13.16.753,visual-search,2020.2.8,
