thisRow.t,notes,response_time,participant,session,date,expName,
,,3.6874667999800295,0,001,2023-10-04_09h58.00.311,visual-search,
,,1.6669089999049902,0,001,2023-10-04_09h58.00.311,visual-search,
,,2.6896875000093132,0,001,2023-10-04_09h58.00.311,visual-search,
,,2.0469225998967886,0,001,2023-10-04_09h58.00.311,visual-search,
