thisRow.t,notes,response_time,participant,session,date,expName,
,,2.479607099900022,1,001,2023-10-04_09h55.44.282,visual-search,
,,2.1788280000910163,1,001,2023-10-04_09h55.44.282,visual-search,
,,1.357019699877128,1,001,2023-10-04_09h55.44.282,visual-search,
,,3.0000334999058396,1,001,2023-10-04_09h55.44.282,visual-search,
